service_date,facility_id,outpatient_visits,emergency_arrivals,admissions,discharges,avg_ed_wait_minutes,avg_outpatient_wait_minutes,no_show_rate,bed_occupancy_rate,staff_hours,overtime_hours,patient_satisfaction_score,district_id,facility_type,ed_wait_variance_minutes,outpatient_wait_variance_minutes,high_occupancy_flag,access_risk_score
2025-03-31,F010,163,73,3,3,57,21,0.0833,0.3389,196.2,0,82.7,D05,Urgent Care,23,2,N,25.1
2025-04-01,F001,301,99,31,29,73,29,0.088,0.7582,691.6,0,72.5,D01,Hospital,18,5,N,29.7
2025-04-01,F002,180,0,0,0,0,35,0.065,0.0,75.6,0,83.1,D01,Community Clinic,0,13,N,26.6
2025-04-01,F003,487,145,45,43,99,35,0.0773,0.8357,1019.6,4.0,67.8,D02,Hospital,39,9,N,42.2
2025-04-01,F004,182,71,4,4,60,25,0.0818,0.5446,217.2,0,74.7,D02,Urgent Care,22,5,N,37.2
2025-04-01,F005,512,134,46,46,76,29,0.0745,0.759,1166.9,0,74.5,D03,Hospital,18,4,N,31.9
2025-04-01,F006,205,0,0,0,0,23,0.0694,0.0,86.1,0,80.5,D03,Community Clinic,0,2,N,26.4
2025-04-01,F007,399,112,28,27,66,33,0.0618,0.8198,801.9,0,79.8,D04,Hospital,10,8,N,24.4
2025-04-01,F008,166,0,0,0,0,30,0.0747,0.0,69.7,0,85.4,D04,Community Clinic,0,10,N,24.7
2025-04-01,F009,277,67,18,19,59,25,0.0791,0.8006,540.0,0,77.4,D05,Hospital,7,2,N,21.0
2025-04-01,F010,147,59,4,4,55,18,0.0498,0.4145,178.1,0,77.3,D05,Urgent Care,21,-1,N,19.7
2025-04-02,F001,348,89,23,24,67,31,0.0637,0.8043,676.0,0,78.7,D01,Hospital,12,7,N,26.4
2025-04-02,F002,168,0,0,0,0,27,0.0795,0.0,70.6,0,81.4,D01,Community Clinic,0,5,N,24.7
2025-04-02,F003,404,133,42,42,77,28,0.0798,0.7971,950.5,0,74.2,D02,Hospital,17,2,N,34.5
2025-04-02,F004,233,98,5,5,63,31,0.0706,0.4384,274.9,0,79.2,D02,Urgent Care,25,11,N,39.2
2025-04-02,F005,592,195,54,55,88,29,0.0818,0.8089,1300.8,0,78.8,D03,Hospital,30,4,N,35.4
2025-04-02,F006,188,0,0,0,0,25,0.0862,0.0,79.0,0,83.3,D03,Community Clinic,0,4,N,29.3
2025-04-02,F007,390,96,29,28,70,34,0.0711,0.8089,785.7,0,78.1,D04,Hospital,14,9,N,26.9
2025-04-02,F008,155,0,0,0,0,22,0.068,0.0,65.1,0,87.0,D04,Community Clinic,0,2,N,20.3
2025-04-02,F009,271,68,23,21,68,30,0.0697,0.8342,557.6,2.5,74.3,D05,Hospital,16,7,N,24.1
2025-04-02,F010,152,60,4,4,44,32,0.0774,0.3104,181.8,0,79.0,D05,Urgent Care,10,13,N,26.4
2025-04-03,F001,362,111,28,26,86,36,0.0675,0.8378,724.5,3.9,71.7,D01,Hospital,31,12,N,33.3
2025-04-03,F002,187,0,0,0,0,21,0.0583,0.0,78.5,0,82.7,D01,Community Clinic,0,-1,N,19.9
2025-04-03,F003,473,105,36,35,66,36,0.0835,0.8072,937.9,0,76.4,D02,Hospital,6,10,N,36.1
2025-04-03,F004,185,77,2,2,52,19,0.072,0.493,216.5,0,81.2,D02,Urgent Care,14,-1,N,32.0
2025-04-03,F005,536,142,36,38,83,35,0.0338,0.7439,1147.7,0,77.7,D03,Hospital,25,10,N,31.2
2025-04-03,F006,220,0,0,0,0,21,0.0903,0.0,92.4,0,85.6,D03,Community Clinic,0,0,N,28.0
2025-04-03,F007,354,93,25,23,75,36,0.0602,0.7988,747.0,0,68.3,D04,Hospital,19,11,N,27.6
2025-04-03,F008,160,0,0,0,0,27,0.0727,0.0,67.2,0,86.3,D04,Community Clinic,0,7,N,23.1
2025-04-03,F009,284,84,27,26,67,24,0.0613,0.8512,596.0,4.1,79.9,D05,Hospital,15,1,N,20.2
2025-04-03,F010,174,73,3,3,68,29,0.0825,0.4433,202.2,0,81.7,D05,Urgent Care,34,10,N,31.0
2025-04-04,F001,401,112,33,30,73,31,0.057,0.8545,767.0,6.0,71.7,D01,Hospital,18,7,N,26.9
2025-04-04,F002,178,0,0,0,0,26,0.0681,0.0,74.8,0,77.6,D01,Community Clinic,0,4,N,22.9
2025-04-04,F003,444,144,41,41,70,30,0.0944,0.8893,979.0,20.7,75.8,D02,Hospital,10,4,N,35.6
2025-04-04,F004,205,78,2,2,56,24,0.0848,0.5463,228.5,0,77.6,D02,Urgent Care,18,4,N,36.2
2025-04-04,F005,558,165,44,45,82,32,0.0482,0.823,1213.7,0.8,75.8,D03,Hospital,24,7,N,31.4
2025-04-04,F006,176,0,0,0,0,20,0.0766,0.0,73.9,0,85.8,D03,Community Clinic,0,-1,N,26.3
2025-04-04,F007,419,113,34,32,63,31,0.0743,0.8439,837.8,3.9,77.0,D04,Hospital,7,6,N,24.4
2025-04-04,F008,165,0,0,0,0,30,0.0661,0.0,69.3,0,83.2,D04,Community Clinic,0,10,N,23.6
2025-04-04,F009,273,80,24,21,54,30,0.0463,0.8582,574.1,6.3,80.4,D05,Hospital,2,7,N,18.2
2025-04-04,F010,129,51,1,1,45,18,0.0814,0.3776,148.6,0,80.5,D05,Urgent Care,11,-1,N,21.3
2025-04-05,F001,300,70,23,24,69,30,0.0775,0.782,631.5,0,75.7,D01,Hospital,14,6,N,28.0
2025-04-05,F002,152,0,0,0,0,22,0.0649,0.0,63.8,0,82.3,D01,Community Clinic,0,0,N,20.7
2025-04-05,F003,354,119,30,32,72,24,0.0954,0.815,861.8,0,76.9,D02,Hospital,12,-2,N,34.4
2025-04-05,F004,173,79,2,2,57,26,0.0853,0.4595,211.8,0,77.7,D02,Urgent Care,19,6,N,37.4
2025-04-05,F005,442,117,29,27,70,34,0.0953,0.7925,1044.2,0,74.0,D03,Hospital,12,9,N,35.3
2025-04-05,F006,164,0,0,0,0,26,0.0454,0.0,68.9,0,82.5,D03,Community Clinic,0,5,N,24.8
2025-04-05,F007,322,88,29,28,69,27,0.061,0.7852,740.7,0,75.3,D04,Hospital,13,2,N,22.3
2025-04-05,F008,142,0,0,0,0,25,0.0694,0.0,59.6,0,80.4,D04,Community Clinic,0,5,N,21.8
2025-04-05,F009,195,47,11,11,60,18,0.073,0.7267,447.9,0,79.6,D05,Hospital,8,-5,N,19.6
2025-04-05,F010,127,54,1,1,54,23,0.0461,0.524,150.3,0,80.4,D05,Urgent Care,20,4,N,20.8
2025-04-06,F001,278,69,21,20,80,28,0.0731,0.7779,610.5,0,76.0,D01,Hospital,25,4,N,29.0
2025-04-06,F002,136,0,0,0,0,31,0.0759,0.0,57.1,0,78.7,D01,Community Clinic,0,9,N,26.1
2025-04-06,F003,352,92,27,25,65,28,0.0891,0.8075,823.0,0,79.5,D02,Hospital,5,2,N,33.0
2025-04-06,F004,166,69,4,4,57,18,0.101,0.4216,206.5,0,80.2,D02,Urgent Care,19,-2,N,36.6
2025-04-06,F005,439,121,32,34,68,22,0.0908,0.7402,1058.4,0,77.9,D03,Hospital,10,-3,N,30.2
2025-04-06,F006,160,0,0,0,0,23,0.0873,0.0,67.2,0,80.3,D03,Community Clinic,0,2,N,28.5
2025-04-06,F007,306,67,18,18,67,33,0.0583,0.7825,668.0,0,75.2,D04,Hospital,11,8,N,24.2
2025-04-06,F008,150,0,0,0,0,15,0.0775,0.0,63.0,0,87.9,D04,Community Clinic,0,-5,N,20.5
2025-04-06,F009,231,54,14,14,52,22,0.0666,0.8565,486.4,4.8,84.1,D05,Hospital,0,-1,N,17.1
2025-04-06,F010,126,58,3,3,55,25,0.0669,0.3446,161.6,0,78.4,D05,Urgent Care,21,6,N,24.4
2025-04-07,F001,441,145,40,37,86,35,0.0684,0.7426,848.3,0,80.0,D01,Hospital,31,11,N,32.9
2025-04-07,F002,181,0,0,0,0,27,0.0688,0.0,76.0,0,81.8,D01,Community Clinic,0,5,N,23.5
2025-04-07,F003,516,142,48,52,77,41,0.0861,0.872,1044.7,16.0,72.0,D02,Hospital,17,15,N,41.1
2025-04-07,F004,216,91,4,4,66,22,0.0661,0.5027,254.8,0,78.8,D02,Urgent Care,28,2,N,35.3
2025-04-07,F005,651,212,55,59,92,29,0.0652,0.8712,1353.5,18.0,75.2,D03,Hospital,34,4,N,34.3
2025-04-07,F006,202,0,0,0,0,34,0.0927,0.0,84.8,0,86.8,D03,Community Clinic,0,13,N,34.1
2025-04-07,F007,433,145,47,43,83,35,0.0584,0.8405,927.9,6.1,72.4,D04,Hospital,27,10,N,28.6
2025-04-07,F008,181,0,0,0,0,27,0.0764,0.0,76.0,0,81.6,D04,Community Clinic,0,7,N,23.5
2025-04-07,F009,334,106,27,24,74,29,0.063,0.8179,644.4,0,81.0,D05,Hospital,22,6,N,24.2
2025-04-07,F010,180,73,3,3,50,25,0.0752,0.4424,205.6,0,81.5,D05,Urgent Care,16,6,N,24.3
2025-04-08,F001,349,101,36,38,58,34,0.0724,0.8886,739.9,15.8,74.8,D01,Hospital,3,10,N,26.8
2025-04-08,F002,165,0,0,0,0,23,0.0942,0.0,69.3,0,80.3,D01,Community Clinic,0,1,N,24.7
2025-04-08,F003,428,110,30,26,68,29,0.0738,0.8646,893.9,9.1,76.1,D02,Hospital,8,3,N,32.3
2025-04-08,F004,237,112,6,6,57,26,0.0787,0.5508,294.4,0,81.0,D02,Urgent Care,19,6,N,36.6
2025-04-08,F005,485,107,29,29,66,22,0.0758,0.7987,1058.4,0,79.2,D03,Hospital,8,-3,N,28.0
2025-04-08,F006,184,0,0,0,0,30,0.05,0.0,77.3,0,80.0,D03,Community Clinic,0,9,N,27.2
2025-04-08,F007,382,127,31,32,97,29,0.0726,0.8568,818.8,8.7,71.8,D04,Hospital,41,4,N,30.7
2025-04-08,F008,155,0,0,0,0,21,0.0573,0.0,65.1,0,81.7,D04,Community Clinic,0,1,N,18.5
2025-04-08,F009,272,84,28,27,73,29,0.0765,0.8559,593.4,5.2,80.5,D05,Hospital,21,6,N,25.6
2025-04-08,F010,160,74,2,2,50,22,0.0622,0.5227,191.5,0,74.3,D05,Urgent Care,16,3,N,21.4
2025-04-09,F001,370,82,19,17,59,30,0.0599,0.7915,665.4,0,80.6,D01,Hospital,4,6,N,23.7
2025-04-09,F002,167,0,0,0,0,28,0.0661,0.0,70.1,0,83.2,D01,Community Clinic,0,6,N,23.6
2025-04-09,F003,470,108,35,35,62,32,0.0662,0.819,935.1,0,75.5,D02,Hospital,2,6,N,31.4
2025-04-09,F004,205,79,3,3,51,21,0.1047,0.3644,233.4,0,80.0,D02,Urgent Care,13,1,N,36.2
2025-04-09,F005,534,168,49,50,93,33,0.0733,0.8617,1223.3,9.6,73.9,D03,Hospital,35,8,N,37.2
2025-04-09,F006,187,0,0,0,0,21,0.0672,0.0,78.5,0,87.3,D03,Community Clinic,0,0,N,25.2
2025-04-09,F007,407,118,35,38,66,31,0.0458,0.8825,840.0,13.9,73.3,D04,Hospital,10,6,N,21.6
2025-04-09,F008,174,0,0,0,0,30,0.093,0.0,73.1,0,81.5,D04,Community Clinic,0,10,N,26.9
2025-04-09,F009,285,72,18,17,61,31,0.0746,0.8005,549.1,0,76.8,D05,Hospital,9,8,N,23.6
2025-04-09,F010,166,76,4,4,55,26,0.0706,0.4253,204.7,0,80.6,D05,Urgent Care,21,7,N,25.3
2025-04-10,F001,315,96,26,24,72,30,0.0685,0.8102,676.5,0,76.4,D01,Hospital,17,6,N,27.6
2025-04-10,F002,171,0,0,0,0,29,0.0748,0.0,71.8,0,79.9,D01,Community Clinic,0,7,N,25.1
2025-04-10,F003,367,110,28,30,64,31,0.0833,0.8096,852.4,0,75.4,D02,Hospital,4,5,N,33.4
2025-04-10,F004,223,89,4,4,59,18,0.0662,0.3738,256.8,0,80.4,D02,Urgent Care,21,-2,N,32.9
2025-04-10,F005,493,166,57,55,81,26,0.0752,0.8121,1230.8,0,81.0,D03,Hospital,23,1,N,31.7
2025-04-10,F006,177,0,0,0,0,23,0.0911,0.0,74.3,0,86.0,D03,Community Clinic,0,2,N,29.0
2025-04-10,F007,375,101,28,28,76,29,0.06,0.8602,778.2,9.0,74.1,D04,Hospital,20,4,N,24.6
2025-04-10,F008,159,0,0,0,0,28,0.0808,0.0,66.8,0,85.7,D04,Community Clinic,0,8,N,24.5
2025-04-10,F009,258,64,15,15,63,31,0.0769,0.8141,514.7,0,74.7,D05,Hospital,11,8,N,24.3
2025-04-10,F010,142,65,3,3,49,21,0.0449,0.5915,177.1,0,78.6,D05,Urgent Care,15,2,N,18.7
2025-04-11,F001,335,81,23,22,64,27,0.0781,0.8173,661.2,0,78.4,D01,Hospital,9,3,N,25.7
2025-04-11,F002,182,0,0,0,0,28,0.0703,0.0,76.4,0,82.0,D01,Community Clinic,0,6,N,24.1
2025-04-11,F003,387,110,28,28,70,26,0.0891,0.8053,863.4,0,76.7,D02,Hospital,10,0,N,33.2
2025-04-11,F004,206,89,5,5,59,21,0.0708,0.5096,251.5,0,76.4,D02,Urgent Care,21,1,N,33.9
2025-04-11,F005,515,133,45,41,62,36,0.0642,0.7787,1163.6,0,76.9,D03,Hospital,4,11,N,30.7
2025-04-11,F006,183,0,0,0,0,29,0.0892,0.0,76.9,0,80.2,D03,Community Clinic,0,8,N,31.5
2025-04-11,F007,349,90,31,28,78,29,0.0813,0.7839,765.5,0,75.6,D04,Hospital,22,4,N,27.6
2025-04-11,F008,160,0,0,0,0,21,0.0666,0.0,67.2,0,82.0,D04,Community Clinic,0,1,N,19.6
2025-04-11,F009,259,74,25,23,70,24,0.0756,0.7428,564.8,0,84.6,D05,Hospital,18,1,N,22.6
2025-04-11,F010,152,64,4,4,54,22,0.0596,0.5379,185.6,0,78.6,D05,Urgent Care,20,3,N,22.0
2025-04-12,F001,311,69,21,21,60,28,0.0818,0.7803,628.6,0,78.5,D01,Hospital,5,4,N,25.7
2025-04-12,F002,143,0,0,0,0,24,0.0801,0.0,60.1,0,78.6,D01,Community Clinic,0,2,N,23.5
2025-04-12,F003,379,95,30,27,65,29,0.0852,0.7748,852.7,0,78.1,D02,Hospital,5,3,N,33.0
2025-04-12,F004,183,79,4,4,60,27,0.0849,0.3706,225.3,0,79.8,D02,Urgent Care,22,7,N,38.5
2025-04-12,F005,411,106,30,30,61,27,0.0844,0.8173,1020.8,0,71.5,D03,Hospital,3,2,N,28.8
2025-04-12,F006,181,0,0,0,0,14,0.0741,0.0,76.0,0,86.1,D03,Community Clinic,0,-7,N,26.0
2025-04-12,F007,305,77,18,19,57,33,0.0633,0.8035,676.9,0,75.3,D04,Hospital,1,8,N,22.6
2025-04-12,F008,147,0,0,0,0,21,0.0822,0.0,61.7,0,85.2,D04,Community Clinic,0,1,N,21.5
2025-04-12,F009,223,50,16,16,49,26,0.0511,0.7471,486.1,0,78.1,D05,Hospital,-3,3,N,16.6
2025-04-12,F010,127,54,2,2,47,19,0.0377,0.4004,154.3,0,80.7,D05,Urgent Care,13,0,N,16.5
2025-04-13,F001,317,98,23,22,70,29,0.0792,0.8164,667.5,0,76.8,D01,Hospital,15,5,N,28.0
2025-04-13,F002,124,0,0,0,0,17,0.0727,0.0,52.1,0,84.5,D01,Community Clinic,0,-5,N,21.7
2025-04-13,F003,377,123,38,34,72,32,0.1147,0.8792,910.2,9.8,74.1,D02,Hospital,12,6,N,39.4
2025-04-13,F004,180,77,3,3,60,23,0.0902,0.5023,217.8,0,75.5,D02,Urgent Care,22,3,N,37.3
2025-04-13,F005,448,148,39,41,60,25,0.0536,0.7805,1117.0,0,80.7,D03,Hospital,2,0,N,24.0
2025-04-13,F006,155,0,0,0,0,24,0.0764,0.0,65.1,0,83.1,D03,Community Clinic,0,3,N,27.7
2025-04-13,F007,281,85,26,26,58,29,0.0772,0.8474,703.3,5.8,76.4,D04,Hospital,2,4,N,22.7
2025-04-13,F008,127,0,0,0,0,27,0.0628,0.0,53.3,0,85.2,D04,Community Clinic,0,7,N,21.9
2025-04-13,F009,208,53,17,17,61,23,0.059,0.7613,484.8,0,81.3,D05,Hospital,9,0,N,18.2
2025-04-13,F010,118,53,2,2,47,19,0.063,0.5225,148.4,0,85.5,D05,Urgent Care,13,0,N,19.5
2025-04-14,F001,426,131,47,48,83,26,0.0615,0.9004,854.8,16.1,74.0,D01,Hospital,28,2,Y,27.4
2025-04-14,F002,201,0,0,0,0,22,0.0725,0.0,84.4,0,84.7,D01,Community Clinic,0,0,N,21.6
2025-04-14,F003,433,132,45,43,76,35,0.1037,0.8264,977.5,2.0,78.3,D02,Hospital,16,9,N,40.3
2025-04-14,F004,266,109,7,7,74,26,0.0964,0.5648,311.5,0,77.9,D02,Urgent Care,36,6,N,42.5
2025-04-14,F005,557,176,53,50,86,28,0.0823,0.8612,1259.5,11.3,73.3,D03,Hospital,28,3,N,34.5
2025-04-14,F006,226,0,0,0,0,25,0.099,0.0,94.9,0,85.9,D03,Community Clinic,0,4,N,30.8
2025-04-14,F007,442,149,52,50,78,33,0.0684,0.8598,956.6,8.8,79.6,D04,Hospital,22,8,N,27.8
2025-04-14,F008,186,0,0,0,0,35,0.0923,0.0,78.1,0,79.8,D04,Community Clinic,0,15,N,29.0
2025-04-14,F009,333,77,24,25,79,24,0.074,0.8479,604.3,4.7,77.6,D05,Hospital,27,1,N,24.4
2025-04-14,F010,150,59,2,2,47,19,0.0746,0.4926,171.8,0,80.6,D05,Urgent Care,13,0,N,20.9
2025-04-15,F001,357,118,33,29,75,35,0.082,0.8243,748.5,0.8,71.7,D01,Hospital,20,11,N,32.1
2025-04-15,F002,181,0,0,0,0,25,0.0603,0.0,76.0,0,84.2,D01,Community Clinic,0,3,N,21.5
2025-04-15,F003,481,121,33,30,60,37,0.0694,0.8305,945.5,3.1,72.6,D02,Hospital,0,11,N,33.6
2025-04-15,F004,201,85,5,5,73,29,0.067,0.4473,244.9,0,76.0,D02,Urgent Care,35,9,N,40.1
2025-04-15,F005,551,167,44,42,71,30,0.0832,0.7483,1211.7,0,71.5,D03,Hospital,13,5,N,32.2
2025-04-15,F006,179,0,0,0,0,21,0.0774,0.0,75.2,0,78.7,D03,Community Clinic,0,0,N,26.4
2025-04-15,F007,368,95,27,26,68,36,0.0692,0.7983,764.6,0,75.0,D04,Hospital,12,11,N,27.1
2025-04-15,F008,154,0,0,0,0,24,0.0709,0.0,64.7,0,79.3,D04,Community Clinic,0,4,N,21.5
2025-04-15,F009,244,78,19,17,69,32,0.0666,0.7861,536.3,0,79.1,D05,Hospital,17,9,N,24.9
2025-04-15,F010,154,67,4,4,48,21,0.0851,0.4684,189.5,0,82.1,D05,Urgent Care,14,2,N,23.3
2025-04-16,F001,301,81,27,24,61,29,0.0757,0.7868,658.5,0,77.7,D01,Hospital,6,5,N,25.6
2025-04-16,F002,165,0,0,0,0,20,0.0864,0.0,69.3,0,83.5,D01,Community Clinic,0,-2,N,23.3
2025-04-16,F003,449,144,51,48,91,35,0.0867,0.8417,1021.8,4.7,71.1,D02,Hospital,31,9,N,41.6
2025-04-16,F004,220,86,6,6,62,21,0.0878,0.4461,260.3,0,80.0,D02,Urgent Care,24,1,N,36.6
2025-04-16,F005,449,120,29,25,74,27,0.0952,0.7817,1051.0,0,82.8,D03,Hospital,16,2,N,33.0
2025-04-16,F006,180,0,0,0,0,27,0.085,0.0,75.6,0,81.7,D03,Community Clinic,0,6,N,30.0
2025-04-16,F007,352,115,29,28,77,27,0.0695,0.8286,782.9,2.1,78.3,D04,Hospital,21,2,N,25.1
2025-04-16,F008,141,0,0,0,0,24,0.0878,0.0,59.2,0,84.2,D04,Community Clinic,0,4,N,23.5
2025-04-16,F009,236,64,16,15,43,26,0.0615,0.8556,506.6,3.8,81.6,D05,Hospital,-9,3,N,17.8
2025-04-16,F010,165,63,2,2,59,26,0.1007,0.4897,183.8,0,77.8,D05,Urgent Care,25,7,N,29.8
2025-04-17,F001,277,69,23,20,59,27,0.069,0.7636,617.9,0,74.9,D01,Hospital,4,3,N,23.5
2025-04-17,F002,173,0,0,0,0,23,0.068,0.0,72.7,0,81.8,D01,Community Clinic,0,1,N,21.6
2025-04-17,F003,498,135,34,31,86,34,0.0886,0.842,972.2,6.2,72.8,D02,Hospital,26,8,N,40.3
2025-04-17,F004,204,85,6,6,51,18,0.0746,0.4859,250.5,0,79.9,D02,Urgent Care,13,-2,N,32.1
2025-04-17,F005,468,139,49,43,63,34,0.0706,0.7428,1159.5,0,76.6,D03,Hospital,5,9,N,30.8
2025-04-17,F006,187,0,0,0,0,19,0.0835,0.0,78.5,0,86.1,D03,Community Clinic,0,-2,N,27.2
2025-04-17,F007,359,120,37,38,87,35,0.0987,0.8555,823.5,8.2,77.6,D04,Hospital,31,10,N,34.4
2025-04-17,F008,151,0,0,0,0,35,0.0439,0.0,63.4,0,84.6,D04,Community Clinic,0,15,N,23.2
2025-04-17,F009,258,84,29,29,67,24,0.0489,0.788,589.7,0,80.3,D05,Hospital,15,1,N,18.7
2025-04-17,F010,125,56,2,2,47,22,0.0832,0.6037,155.1,0,80.6,D05,Urgent Care,13,3,N,23.3
2025-04-18,F001,331,79,19,17,69,27,0.0639,0.7408,641.1,0,79.9,D01,Hospital,14,3,N,25.0
2025-04-18,F002,159,0,0,0,0,28,0.0687,0.0,66.8,0,86.0,D01,Community Clinic,0,6,N,23.9
2025-04-18,F003,404,104,31,28,75,31,0.0871,0.8435,879.0,6.5,72.3,D02,Hospital,15,5,N,36.3
2025-04-18,F004,198,83,4,4,40,27,0.0919,0.3188,237.3,0,80.1,D02,Urgent Care,2,7,N,34.9
2025-04-18,F005,565,186,50,49,85,33,0.0694,0.8695,1261.5,19.7,73.6,D03,Hospital,27,8,N,35.0
2025-04-18,F006,195,0,0,0,0,25,0.0765,0.0,81.9,0,82.2,D03,Community Clinic,0,4,N,28.1
2025-04-18,F007,359,120,42,38,76,19,0.0791,0.8532,843.5,8.2,75.0,D04,Hospital,20,-6,N,25.1
2025-04-18,F008,155,0,0,0,0,26,0.0715,0.0,65.1,0,81.0,D04,Community Clinic,0,6,N,22.5
2025-04-18,F009,273,73,17,16,60,23,0.0891,0.9049,539.5,10.4,76.0,D05,Hospital,8,0,Y,21.6
2025-04-18,F010,129,52,4,4,49,26,0.0763,0.3793,161.5,0,75.0,D05,Urgent Care,15,7,N,24.7
2025-04-19,F001,252,85,22,19,57,28,0.0714,0.8235,615.4,0.5,71.6,D01,Hospital,2,4,N,23.8
2025-04-19,F002,154,0,0,0,0,29,0.0859,0.0,64.7,0,79.5,D01,Community Clinic,0,7,N,26.4
2025-04-19,F003,306,97,29,30,69,28,0.0799,0.7768,810.5,0,76.3,D02,Hospital,9,2,N,32.8
2025-04-19,F004,171,76,3,3,59,24,0.0693,0.5407,211.8,0,83.4,D02,Urgent Care,21,4,N,35.0
2025-04-19,F005,407,90,24,24,63,28,0.0778,0.7976,979.4,0,72.6,D03,Hospital,5,3,N,28.9
2025-04-19,F006,136,0,0,0,0,18,0.0708,0.0,57.1,0,87.1,D03,Community Clinic,0,-3,N,25.6
2025-04-19,F007,348,84,25,27,64,29,0.0577,0.8454,735.2,5.1,74.0,D04,Hospital,8,4,N,21.7
2025-04-19,F008,113,0,0,0,0,17,0.0638,0.0,47.5,0,80.5,D04,Community Clinic,0,-3,N,18.9
2025-04-19,F009,193,47,14,13,45,27,0.0487,0.7775,458.8,0,78.4,D05,Hospital,-7,4,N,16.7
2025-04-19,F010,92,43,1,1,49,15,0.0935,0.3926,120.7,0,82.3,D05,Urgent Care,15,-4,N,23.6
2025-04-20,F001,277,62,16,14,55,25,0.0866,0.7586,583.2,0,78.5,D01,Hospital,0,1,N,23.8
2025-04-20,F002,134,0,0,0,0,31,0.0725,0.0,56.3,0,80.3,D01,Community Clinic,0,9,N,25.7
2025-04-20,F003,344,104,28,29,66,28,0.0794,0.785,834.0,0,72.0,D02,Hospital,6,2,N,32.0
2025-04-20,F004,176,71,2,2,53,27,0.0838,0.4495,205.8,0,74.7,D02,Urgent Care,15,7,N,36.8
2025-04-20,F005,420,128,44,44,70,23,0.0747,0.7362,1102.6,0,76.7,D03,Hospital,12,-2,N,28.8
2025-04-20,F006,163,0,0,0,0,24,0.0739,0.0,68.5,0,83.7,D03,Community Clinic,0,3,N,27.4
2025-04-20,F007,311,82,20,21,68,24,0.0575,0.7836,693.0,0,78.7,D04,Hospital,12,-1,N,20.7
2025-04-20,F008,137,0,0,0,0,19,0.0772,0.0,57.5,0,87.3,D04,Community Clinic,0,-1,N,20.5
2025-04-20,F009,218,57,19,19,58,23,0.0648,0.7912,502.0,0,78.7,D05,Hospital,6,0,N,18.2
2025-04-20,F010,105,46,2,2,42,17,0.0838,0.4694,134.7,0,78.9,D05,Urgent Care,8,-2,N,20.9
2025-04-21,F001,333,110,28,26,79,30,0.0625,0.8306,707.6,1.5,75.3,D01,Hospital,24,6,N,28.4
2025-04-21,F002,193,0,0,0,0,23,0.1023,0.0,81.1,0,85.6,D01,Community Clinic,0,1,N,25.7
2025-04-21,F003,455,143,39,40,93,27,0.0846,0.8327,976.1,3.1,74.5,D02,Hospital,33,1,N,38.2
2025-04-21,F004,231,95,6,6,43,23,0.0836,0.4661,274.9,0,80.7,D02,Urgent Care,5,3,N,32.8
2025-04-21,F005,592,199,69,67,77,35,0.0758,0.7981,1364.7,0,74.8,D03,Hospital,19,10,N,34.9
2025-04-21,F006,229,0,0,0,0,34,0.0681,0.0,96.2,0,80.2,D03,Community Clinic,0,13,N,31.2
2025-04-21,F007,444,126,43,40,88,33,0.0599,0.854,899.9,7.4,72.5,D04,Hospital,32,8,N,29.0
2025-04-21,F008,187,0,0,0,0,23,0.0518,0.0,78.5,0,78.7,D04,Community Clinic,0,3,N,18.8
2025-04-21,F009,249,78,20,20,61,34,0.0781,0.7862,543.0,0,74.4,D05,Hospital,9,11,N,25.4
2025-04-21,F010,166,67,3,3,52,29,0.0543,0.4963,192.2,0,77.0,D05,Urgent Care,18,10,N,24.1
2025-04-22,F001,298,83,25,24,71,25,0.0711,0.7773,650.8,0,76.2,D01,Hospital,16,1,N,25.5
2025-04-22,F002,166,0,0,0,0,22,0.0641,0.0,69.7,0,85.5,D01,Community Clinic,0,0,N,20.6
2025-04-22,F003,432,131,39,34,91,24,0.0738,0.8443,952.0,6.7,75.0,D02,Hospital,31,-2,N,36.0
2025-04-22,F004,222,106,7,7,62,29,0.0754,0.4632,284.4,0,75.9,D02,Urgent Care,24,9,N,38.7
2025-04-22,F005,598,155,47,42,74,28,0.0672,0.7539,1238.2,0,73.4,D03,Hospital,16,3,N,30.1
2025-04-22,F006,177,0,0,0,0,25,0.071,0.0,74.3,0,82.0,D03,Community Clinic,0,4,N,27.5
2025-04-22,F007,356,109,26,23,70,33,0.0665,0.8247,767.4,0.9,78.4,D04,Hospital,14,8,N,25.9
2025-04-22,F008,144,0,0,0,0,22,0.0739,0.0,60.5,0,89.3,D04,Community Clinic,0,2,N,21.0
2025-04-22,F009,304,83,20,21,68,30,0.0784,0.808,578.0,0,71.5,D05,Hospital,16,7,N,25.2
2025-04-22,F010,129,52,2,2,39,17,0.0646,0.4395,153.5,0,80.0,D05,Urgent Care,5,-2,N,18.0
2025-04-23,F001,339,77,27,24,71,32,0.0693,0.7992,675.6,0,77.4,D01,Hospital,16,8,N,28.4
2025-04-23,F002,178,0,0,0,0,26,0.0493,0.0,74.8,0,85.0,D01,Community Clinic,0,4,N,20.7
2025-04-23,F003,420,114,29,26,70,29,0.1002,0.7907,889.3,0,75.0,D02,Hospital,10,3,N,35.9
2025-04-23,F004,216,82,2,2,55,20,0.0548,0.3683,238.3,0,85.7,D02,Urgent Care,17,0,N,30.6
2025-04-23,F005,529,150,42,41,92,38,0.0738,0.8061,1175.5,0,77.1,D03,Hospital,34,13,N,39.3
